pmid,litagion,harm,directionality
16984955,[25154-52-3]_[nonylphenol],any_congenital,1
16984958,[25637-99-4]_[hexabromocyclododecane],endocrine,1
16986795,[84-74-2]_[dibutyl phthalate],any_congenital,1
16988993,[unknowncas]_[emf not rf],cognitive,2
16997890,[unknownCAS]_[dietary salt],renal,1
16998229,[1071-83-6]_[glyphosate],hematologic,2
17007041,[unknownCAS]_[dietary salt],gastrointestinal_cancer,1
20821610,[2921-88-2]_[chlorpyrifos],reproductive,1
17018647,[2921-88-2]_[chlorpyrifos],any_congenital,1
17023518,[UnknownCAS]_[nano_titanium dioxide],lung,1
17023723,[unknowncas]_[soda],endocrine,1
17030062,[1163-19-5]_[decabromobiphenyl ether],any_congenital,1
17033503,[7439-96-5]_[manganese],neuro,2
17406710,fullerenes,reproductive,1
17038804,[25154-52-3]_[nonylphenol],any_congenital,1
11150357,[unknowncas]_[phone],ent_cancer,1
17622844,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,2
11159747,[71-43-2]_[benzene],hematologic_cancer,1
11161652,[106-94-5]_[1-bromopropane],neuro,1
11161652,[75-26-3]_[2-bromopropane],neuro,1
11164614,[80-62-6]_[methylmethacrylate],ent_other,1
11164809,[2921-88-2]_[chlorpyrifos],any_congenital,1
11192469,[74-83-9]_[methyl bromide],neuro,2
6339095,[51-03-6]_[piperonyl butoxide],reproductive,1
11205815,[unknowncas]_[nano_titanium dioxide],lung,1
11208279,[18540-29-9]_[chromium hexavalent ion],gastrointestinal,1
11230314,[unknownCAS]_[dietary salt],heart_ischemic,1
11230316,[unknownCAS]_[dietary salt],vascular,1
11232659,[7440-48-4]_[cobalt],bonejoint,2
8812270,[25154-52-3]_[nonylphenol],liver,1
8833775,[71-43-2]_[benzene],hematologic_cancer,1
8834703,[unknownCAS]_[dietary salt],heart_ischemic,1
8838637,[104-76-7]_[2-ethylhexanol],liver,1
8838647,[2921-88-2]_[chlorpyrifos],any_congenital,2
8842564,[unknowncas]_[sugar],vascular,1
8854833,[2921-88-2]_[chlorpyrifos],any_congenital,1
20118410,[unknownCAS]_[dietary salt],vascular,1
20150166,[unknownCAS]_[dietary salt],heart_ischemic,1
11708799,[688-73-3]_[tributyltin],any_congenital,1
11724213,[unknowncas]_[sugar],vascular,1
11724365,[unknowncas]_[aloe emodin],oral_cancer,1
11724758,[unknownCAS]_[dietary salt],heart_chf,1
16159676,[80-05-7]_[bisphenol A],reproductive,1
11756223,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
21813122,[80-05-7]_[bisphenol A],reproductive,1
11764156,"[84-65-1]_[9,10-anthraquinone]",liver_cancer,2
11764168,[80-05-7]_[bisphenol a],any_congenital,1
14560398,[1563-66-2]_[carbofuran],reproductive,1
11780429,[unknowncas]_[aloe emodin],vascular,1
15829613,[84-74-2]_[dibutyl phthalate],any_congenital,1
15866759,[100-42-5]_[styrene],cognitive,1
15867144,[80-05-7]_[bisphenol a],any_congenital,1
11750080,[25154-52-3]_[nonylphenol],reproductive,1
15885267,[127-18-4]_[tetrachloroethylene],neuro,1
19234317,[unknowncas]_[emf not rf],reproductive,2
15901920,[80-05-7]_[bisphenol a],any_congenital,1
18396791,[140-66-9]_[4-tert-octylphenol],any_congenital,1
18404135,[54-64-8]_[thimerosal],mental_disorder,1
18407306,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
18409686,[7439-96-5]_[manganese],neuro,1
18410231,[unknownCAS]_[dietary salt],bonejoint,1
18411233,[84-69-5]_[diisobutyl phthalate],any_congenital,1
18419195,[3380-34-5]_[triclosan],any_congenital,1
18430546,[7439-92-1]_[lead],any_congenital,2
18436430,[2921-88-2]_[chlorpyrifos],any_congenital,1
18445619,[80-05-7]_[bisphenol a],any_congenital,2
12965124,[28553-12-0]_[diisononyl phthalate],liver_cancer,1
13584920,[7440-36-0]_[antimony],eye,1
13678659,[12108-13-3]_[2-methylcyclopentadienyl manganese tricarbonyl],neuro,1
13678660,[7440-43-9]_[cadmium],bonejoint,1
13682026,[79-01-6]_[trichloroethylene],neuro,1
13932248,[1332-21-4]_[asbestos],lung_cancer,1
17905137,[50471-44-8]_[vinclozolin],reproductive,1
14112796,[unknowncas]_[rf not phone],cognitive,1
14150908,[1332-21-4]_[asbestos],lung_cancer,1
14339008,[1332-21-4]_[asbestos],lung_cancer,1
18452994,[7439-97-6]_[mercury],neuro,2
18460444,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
18484168,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
18501883,[25154-52-3]_[nonylphenol],liver,2
18502319,[2921-88-2]_[chlorpyrifos],any_congenital,1
18506500,[18540-29-9]_[chromium hexavalent ion],hematologic,1
18508361,[18540-29-9]_[chromium hexavalent ion],renal,1
18534653,[UnknownCAS]_[Carbon nanotubes],lung,1
7627314,[71-43-2]_[benzene],hematologic_cancer,1
7634422,[75-09-2]_[methylene chloride],liver_cancer,1
7638416,[14807-96-6]_[talc],lung,1
7654132,[79-01-6]_[trichloroethylene],renal_cancer,1
7670902,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
7670902,[50-00-0]_[formaldehyde],lung,1
7672860,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
7677825,"[84-65-1]_[9,10-anthraquinone]",gastrointestinal_cancer,1
7679414,[unknownCAS]_[dietary salt],heart_other,1
7683765,[1071-83-6]_[glyphosate],hematologic_cancer,2
1993163,[50-00-0]_[formaldehyde],ent_cancer,1
1994516,[104-76-7]_[2-ethylhexanol],liver,1
1998192,[688-73-3]_[tributyltin],lymphatic,1
2015204,[18540-29-9]_[chromium hexavalent ion],lung_cancer,2
2020966,[79-06-1]_[Acrylamide],neuro,1
4043882,[118-74-1]_[hexachlorobenzene],reproductive,1
21167262,[7439-97-6]_[mercury],neuro,2
21174975,[1163-19-5]_[decabromobiphenyl ether],liver,1
19037590,[unknownCAS]_[dietary salt],heart_ischemic,1
19049393,[UnknownCAS]_[Carbon nanotubes],lung,1
19052528,[106-94-5]_[1-bromopropane],neuro,1
19052983,[unknowncas]_[rf not phone],hematologic_cancer,1
19056833,[50-00-0]_[formaldehyde],hematologic_cancer,1
19056833,[71-43-2]_[benzene],hematologic_cancer,1
19059432,[100-42-5]_[styrene],cognitive,1
19065661,[14807-96-6]_[talc],reproductive_cancer,1
19092498,[7439-96-5]_[manganese],neuro,1
7692837,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
7700022,[unknownCAS]_[dietary salt],renal,1
7709590,[unknownCAS]_[dietary salt],renal,1
7710290,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
7714813,[75-35-4]_[vinylidene chloride],lung,1
7735391,[7440-43-9]_[cadmium],renal,1
7737139,[71-43-2]_[benzene],any_congenital,1
7740567,[unknownCAS]_[dietary salt],neuro_vascular,1
7748203,[unknowncas]_[emf not rf],hematologic_cancer,1
7753757,[7439-97-6]_[mercury],renal,2
7753763,[822-36-6]_[4-methylimidazole],ent_other,2
7755619,[18540-29-9]_[chromium hexavalent ion],hematologic,1
7767119,[60-51-5]_[dimethoate],any_congenital,1
7767980,[79-06-1]_[Acrylamide],neuro,1
12387753,[12108-13-3]_[2-methylcyclopentadienyl manganese tricarbonyl],neuro,2
12389919,[80-05-7]_[bisphenol a],any_congenital,1
12397004,[unknowncas]_[emf not rf],heart_other,2
12426145,[593-74-8]_[dimethyl mercury],neuro,1
12428726,[UnknownCAS]_[Pyrethrins],neuro,1
12436846,[7440-43-9]_[cadmium],bonejoint,1
599591,[75-35-4]_[vinylidene chloride],reproductive,2
17007124,[32534-81-9]_[pentabromodiphenyl ether],reproductive,1
12460555,[79-06-1]_[Acrylamide],neuro,1
12460752,[28553-12-0]_[diisononyl phthalate],liver_cancer,1
12464398,[2921-88-2]_[chlorpyrifos],any_congenital,1
17619857,[822-36-6]_[4-methylimidazole],neuro,1
12547330,[25154-52-3]_[nonylphenol],reproductive,1
17654246,[80-05-7]_[bisphenol a],any_congenital,1
17666426,[2921-88-2]_[chlorpyrifos],any_congenital,1
17673349,[22839-47-0]_[aspartame],neuro,1
17676333,[unknowncas]_[mold],lung,2
11240962,[131-57-7]_[oxybenzone],immune,1
11250055,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
11264303,[79-06-1]_[Acrylamide],neuro,1
11265954,[unknownCAS]_[dietary salt],heart_ischemic,1
11270662,[75-35-4]_[vinylidene chloride],lung,1
11274877,[100-42-5]_[styrene],cognitive,1
11274877,[100-42-5]_[styrene],ear,1
11276964,[7439-97-6]_[mercury],renal,1
11284794,[unknowncas]_[mold],lung,1
7710290,[85-68-7]_[butylbenzyl phthalate],reproductive,1
11297052,[unknowncas]_[mold],lung,1
11302009,[unknowncas]_[sugar],vascular,1
11303079,[unknowncas]_[emf not rf],hematologic_cancer,2
7783251,[127-18-4]_[tetrachloroethylene],reproductive,1
6241190,[7439-92-1]_[lead],reproductive,1
17055578,[80-05-7]_[bisphenol a],any_congenital,2
19219750,[32534-81-9]_[pentabromodiphenyl ether],reproductive,1
967187,[51-03-6]_[piperonyl butoxide],reproductive,2
11133394,[80-05-7]_[bisphenol A],reproductive,1
17084875,[2921-88-2]_[chlorpyrifos],neuro,1
17085928,[117-81-7]_[diethylhexyl phthalate],any_congenital,2
17088055,[1912-24-9]_[atrazine],breast,2
17098345,[117-81-7]_[diethylhexyl phthalate],any_congenital,2
17113166,[25154-52-3]_[nonylphenol],any_congenital,1
17120308,[688-73-3]_[tributyltin],any_congenital,1
17121429,[94-26-8]_[butylparaben],breast,1
11791026,[unknownCAS]_[dietary salt],heart_ischemic,1
11792535,[unknowncas]_[pyrethrins],any_congenital,1
11792535,[UnknownCAS]_[Pyrethrins],neuro,1
11792628,[unknowncas]_[nano_titanium dioxide],lung,2
17804194,[80-05-7]_[bisphenol a],reproductive,1
11808354,[74-83-9]_[methyl bromide],ent_other,1
11808920,[80-05-7]_[bisphenol a],any_congenital,2
11823005,[7439-97-6]_[mercury],any_congenital,1
11836070,[25154-52-3]_[nonylphenol],any_congenital,2
4784217,[79-01-6]_[trichloroethylene],lung,1
22081060,[335-67-1]_[perfluorooctanoic acid],reproductive,1
153692,[18540-29-9]_[chromium hexavalent ion],reproductive,1
21753746,[74-83-9]_[methyl bromide],neuro,2
22132153,[7440-43-9]_[Cadmium],reproductive,1
21761357,[80-05-7]_[bisphenol A],breast,1
21762654,[25154-52-3]_[nonylphenol],any_congenital,1
21762958,[7439-97-6]_[Mercury],any_congenital,1
21768271,[unknowncas]_[nano_silicon dioxide],lung,1
21769969,[7439-96-5]_[Manganese],neuro,1
21771410,[71-43-2]_[Benzene],any_congenital,1
21777695,[2921-88-2]_[Chlorpyrifos],neuro,1
15925024,[25154-52-3]_[nonylphenol],any_congenital,1
15925749,[unknowncas]_[sugar],vascular,1
15933227,[1912-24-9]_[atrazine],any_congenital,1
15935213,[7439-97-6]_[mercury],neuro,2
15935797,[71-43-2]_[benzene],hematologic_cancer,1
15943109,[2921-88-2]_[chlorpyrifos],any_congenital,1
15951077,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
15951334,[UnknownCAS]_[carbon nanotubes],lung,1
15956809,[unknowncas]_[phone],ent_cancer,1
15961622,[18540-29-9]_[chromium hexavalent ion],ent_cancer,1
15970370,[unknowncas]_[nano_titanium dioxide],lung,1
15975658,[7439-96-5]_[manganese],neuro,2
21787647,[unknowncas]_[nano_silver],neuro,2
21787683,[7439-96-5]_[Manganese],neuro,1
21788063,[7439-97-6]_[Mercury],any_congenital,1
21788603,[unknownCAS]_[dietary salt],heart_chf,1
11020653,[85-68-7]_[butylbenzyl phthalate],reproductive,1
21796247,nano_Zinc oxide,neuro,1
21799050,[2921-88-2]_[Chlorpyrifos],neuro,1
21800898,[UnknownCAS]_[Carbon nanotubes],lung,1
21801468,[unknowncas]_[Sugar],endocrine,1
21802112,[118-74-1]_[Hexachlorobenzene],integument,2
21803028,[unknowncas]_[Sugar],endocrine,1
21803782,[7439-97-6]_[Mercury],neuro,1
21803946,[unknownCAS]_[dietary salt],vascular,1
21805959,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
21806530,[unknownCAS]_[dietary salt],vascular,1
12071427,[25154-52-3]_[nonylphenol],reproductive,2
21807884,[unknownCAS]_[dietary salt],heart_ischemic,1
21807884,[unknownCAS]_[dietary salt],neuro_vascular,1
21820030,[79-94-7]_[tetrabromobisphenol A],neuro,2
20163541,[unknownCAS]_[dietary salt],heart_ischemic,1
20185418,[unknowncas]_[nano_titanium dioxide],lung,1
20191055,[unknowncas]_[aloe],liver,2
20199221,[unknowncas]_[rf],cognitive,2
20217116,[unknownCAS]_[dietary salt],bonejoint,2
20219766,[unknowncas]_[nano_silver],liver,2
20299426,[50-00-0]_[formaldehyde],hematologic_cancer,2
20299547,[80-05-7]_[bisphenol a],any_congenital,1
20307147,[7439-97-6]_[mercury],neuro,1
20329403,[2921-88-2]_[chlorpyrifos],neuro,1
20348018,[18540-29-9]_[chromium hexavalent ion],renal,1
20350560,[2921-88-2]_[chlorpyrifos],any_congenital,1
20351315,[80-05-7]_[bisphenol a],endocrine,2
20356875,[unknowncas]_[nano_titanium dioxide],lung,2
20357679,[7439-92-1]_[lead],neuro,1
20358181,[26761-40-0]_[diisodecyl phthalate],liver,1
20359517,[75-09-2]_[methylene chloride],hematologic_cancer,1
10860870,[140-66-9]_[4-tert-octylphenol],reproductive,1
21822758,[22839-47-0]_[Aspartame],neuro,1
12948887,[1912-24-9]_[atrazine],reproductive,1
21830917,nano_Zinc oxide,integument,1
21831407,[1071-83-6]_[glyphosate],any_congenital,2
21831407,[1912-24-9]_[Atrazine],any_congenital,2
21831745,[80-05-7]_[bisphenol A],endocrine,1
16110354,[unknowncas]_[emf not rf],reproductive,2
21840286,[unknowncas]_[EMF NOT RF],hematologic_cancer,2
21843797,[7439-97-6]_[Mercury],any_congenital,1
21851965,nano_Zinc oxide,liver,1
21854843,[117-81-7]_[Diethylhexyl Phthalate],any_congenital,1
10773841,[79-01-6]_[trichloroethylene],reproductive,1
21855599,[22839-47-0]_[Aspartame],endocrine,1
21856907,[unknownCAS]_[dietary salt],vascular,1
21857086,[unknownCAS]_[dietary salt],heart_chf,1
21857086,[unknownCAS]_[dietary salt],vascular,1
14501272,[71-43-2]_[benzene],hematologic_cancer,1
14512826,[unknowncas]_[emf not rf],cognitive,1
14555414,[7439-96-5]_[manganese],neuro,1
14594624,[2921-88-2]_[chlorpyrifos],any_congenital,1
14595043,[54-64-8]_[thimerosal],mental_disorder,2
14598022,[25154-52-3]_[nonylphenol],any_congenital,2
14598022,[80-05-7]_[bisphenol a],any_congenital,2
14598022,[80-05-7]_[bisphenol A],endocrine,2
19105591,[1071-83-6]_[glyphosate],any_congenital,1
11912058,[688-73-3]_[tributyltin],reproductive,1
1444589,[688-73-3]_[tributyltin],reproductive,1
17011747,[140-66-9]_[4-tert-octylphenol],reproductive,1
19118610,[25637-99-4]_[hexabromocyclododecane],any_congenital,1
19118610,[25637-99-4]_[hexabromocyclododecane],endocrine,1
19118610,[25637-99-4]_[hexabromocyclododecane],liver,2
19132427,[25154-52-3]_[nonylphenol],any_congenital,1
19140452,[1634-04-4]_[methyl tert-butyl ether],liver,1
19145591,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
19147833,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
18554566,[54-64-8]_[thimerosal],mental_disorder,2
18556187,[unknownCAS]_[dietary salt],vascular,1
18571633,[25154-52-3]_[nonylphenol],any_congenital,1
18082264,[32534-81-9]_[pentabromodiphenyl ether],reproductive,1
18583242,[1163-19-5]_[decabromobiphenyl ether],any_congenital,1
11323311,[unknowncas]_[emf not rf],hematologic_cancer,1
11345455,[25154-52-3]_[nonylphenol],any_congenital,1
16364051,[688-73-3]_[tributyltin],reproductive,2
11368463,[unknowncas]_[sugar],vascular,1
9463551,"[106-99-0]_[1,3-butadiene]",reproductive,1
17450800,[UnknownCAS]_[Carbon nanotubes],reproductive,1
11380168,[25154-52-3]_[nonylphenol],any_congenital,1
11384617,[2921-88-2]_[chlorpyrifos],any_congenital,1
21213393,[unknowncas]_[nano_silicon dioxide],liver,2
21228265,[unknownCAS]_[dietary salt],vascular,1
21237241,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
21263124,[unknownCAS]_[dietary salt],heart_chf,1
21282561,[unknownCAS]_[dietary salt],vascular,1
21300677,[51-03-6]_[piperonyl butoxide],any_congenital,1
21338183,[unknownCAS]_[dietary salt],gastrointestinal_cancer,1
21339675,[107-06-2]_[ethylene dichloride],neuro,1
20374189,[unknowncas]_[sugar],vascular,1
22138065,[85-68-7]_[butylbenzyl phthalate],reproductive,1
14655718,[UnknownCAS]_[Pyrethrins],reproductive,1
20381574,[unknowncas]_[carbon nanotubes],lung,1
20387635,[1634-04-4]_[methyl tert-butyl ether],liver,1
20388337,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
20393018,[unknowncas]_[aloe emodin],oral_cancer,1
20406962,[14807-96-6]_[talc],reproductive_cancer,1
20411305,[unknowncas]_[nano_silver],liver,1
20416957,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
12495451,[118-74-1]_[hexachlorobenzene],liver,2
12510666,[79-06-1]_[Acrylamide],breast,1
16641542,[85-68-7]_[butylbenzyl phthalate],reproductive,1
12553175,[100-42-5]_[styrene],ear,1
12553331,[100-42-5]_[styrene],hematologic_cancer,1
12558165,[unknowncas]_[pyrethrins],any_congenital,1
11875309,[unknownCAS]_[dietary salt],heart_ischemic,1
11875618,[7440-48-4]_[cobalt],lung,1
11875623,[100-42-5]_[styrene],cognitive,1
11881058,[unknownCAS]_[dietary salt],renal,1
11881968,[unknownCAS]_[dietary salt],heart_ischemic,1
11882346,[2921-88-2]_[chlorpyrifos],any_congenital,1
11884232,[60-51-5]_[dimethoate],any_congenital,2
11916352,[unknowncas]_[emf not rf],breast,1
11918581,[117-81-7]_[diethylhexyl phthalate],integument,1
17150971,[118-74-1]_[hexachlorobenzene],liver,1
17150973,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,2
17151519,[74-83-9]_[methyl bromide],neuro,1
17157166,[71-43-2]_[benzene],hematologic_cancer,1
17174720,[unknownCAS]_[dietary salt],renal,1
17190973,[2921-88-2]_[chlorpyrifos],cognitive,1
17196676,[unknownCAS]_[dietary salt],renal,1
17196676,[unknownCAS]_[dietary salt],vascular,1
17716273,[unknowncas]_[rf not phone],cognitive,1
17718175,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
17718175,[50-00-0]_[formaldehyde],lung,1
17720246,[79-06-1]_[Acrylamide],neuro,1
17722096,[14807-96-6]_[talc],lung_cancer,2
17724903,[79-01-6]_[trichloroethylene],neuro,1
17726067,[unknowncas]_[aloe],liver,2
17727975,[unknowncas]_[nano_titanium dioxide],neuro,1
17761398,[80-05-7]_[bisphenol a],any_congenital,1
17785945,[80-05-7]_[bisphenol a],any_congenital,1
17822687,[18540-29-9]_[chromium hexavalent ion],renal,1
6499822,[111-77-3]_[diethylene glycol monomethyl ether],reproductive,2
17874071,[111-76-2]_[n-butoxyethanol],hematologic,1
17878152,fullerenes,lung,1
9179723,[1634-04-4]_[methyl tert-butyl ether],reproductive,2
12937802,[80-05-7]_[bisphenol a],reproductive,1
7774196,[131-57-7]_[oxybenzone],immune,1
7794121,[unknowncas]_[sugar],renal,1
7794121,[unknowncas]_[sugar],vascular,1
7801072,[100-42-5]_[styrene],hematologic_cancer,1
7802712,[unknowncas]_[emf not rf],cognitive,1
7803224,[131-57-7]_[oxybenzone],immune,1
7803224,[131-57-7]_[oxybenzone],integument,1
7306297,[18540-29-9]_[chromium hexavalent ion],reproductive,1
7807267,[127-18-4]_[tetrachloroethylene],urogenital_cancer,1
7823291,[unknowncas]_[rf not phone],hematologic_cancer,1
16007660,[1634-04-4]_[methyl tert-butyl ether],renal,1
16008128,"[84-65-1]_[9,10-anthraquinone]",gastrointestinal_cancer,2
16023098,[unknowncas]_[phone],neuro_cancer,1
16033991,[2921-88-2]_[chlorpyrifos],cognitive,1
16037377,[84-74-2]_[dibutyl phthalate],any_congenital,1
12389919,[80-05-7]_[bisphenol a],reproductive,1
1949051,[7439-92-1]_[lead],reproductive,1
16079074,[2921-88-2]_[chlorpyrifos],neuro,1
16079079,[84-74-2]_[dibutyl phthalate],any_congenital,1
14600289,[118-74-1]_[hexachlorobenzene],liver,1
14630062,[688-73-3]_[tributyltin],lymphatic,1
14643970,[1912-24-9]_[atrazine],breast,1
14648150,[7439-96-5]_[manganese],neuro,1
14654251,[140-66-9]_[4-tert-octylphenol],any_congenital,1
19887539,[50471-44-8]_[vinclozolin],reproductive,1
18080903,[335-67-1]_[perfluorooctanoic acid],reproductive,1
14674712,[unknownCAS]_[dietary salt],vascular,1
14674735,[unknowncas]_[emf not rf],hematologic_cancer,1
19162172,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,2
19162385,[688-73-3]_[tributyltin],endocrine,1
19167454,[2921-88-2]_[chlorpyrifos],neuro,1
19167519,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
15282959,[25154-52-3]_[nonylphenol],reproductive,1
19179268,[71-43-2]_[benzene],any_congenital,1
19181388,[unknowncas]_[carbon nanotubes],lung_cancer,1
19184749,[18540-29-9]_[chromium hexavalent ion],lung_cancer,2
19197099,[7439-97-6]_[mercury],neuro,1
11836017,[117-81-7]_[diethylhexyl phthalate],reproductive,1
19203780,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
19206668,[unknowncas]_[nano_silicon dioxide],lung,1
14691213,[2921-88-2]_[chlorpyrifos],any_congenital,1
14691973,[unknowncas]_[emf not rf],heart_other,2
14694632,[UnknownCAS]_[Pyrethrins],neuro,1
14700509,[unknownCAS]_[dietary salt],renal,1
14706239,[335-67-1]_[perfluorooctanoic acid],liver,1
14713045,[80-05-7]_[bisphenol A],endocrine,1
14713552,[84-74-2]_[dibutyl phthalate],any_congenital,1
14729976,[7440-48-4]_[cobalt],eye,1
14742095,[7439-92-1]_[lead],any_congenital,1
14744420,[131-57-7]_[oxybenzone],immune,1
14749093,[80-05-7]_[bisphenol a],any_congenital,1
21862434,[unknowncas]_[Phone],ent_cancer,2
19590684,[335-67-1]_[perfluorooctanoic acid],reproductive,1
21868304,[71-43-2]_[Benzene],any_congenital,1
1564254,[85-68-7]_[butylbenzyl phthalate],reproductive,1
21871579,[unknowncas]_[nano_titanium dioxide],neuro,2
21871664,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,2
21871664,[25637-99-4]_[hexabromocyclododecane],any_congenital,1
21871664,[3380-34-5]_[Triclosan],any_congenital,1
21871664,[79-94-7]_[tetrabromobisphenol A],any_congenital,1
3564043,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
22446829,[115-96-8]_[tris(chloroethyl)phosphate],reproductive,2
3570493,[127-18-4]_[tetrachloroethylene],reproductive,2
21884588,[7440-43-9]_[Cadmium],bonejoint,1
18603373,[unknowncas]_[sugar],endocrine,1
18604478,[unknowncas]_[nano_silver],liver,1
18611081,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
18611916,[unknownCAS]_[dietary salt],gastrointestinal_cancer,1
18618583,[UnknownCAS]_[Carbon nanotubes],lung,1
18621119,[25154-52-3]_[nonylphenol],any_congenital,1
21848393,[25154-52-3]_[nonylphenol],reproductive,1
18648085,[94-26-8]_[butylparaben],any_congenital,2
4082387,[7440-48-4]_[cobalt],reproductive,1
18661093,[1763-23-1]_[perfluorooctane sulfonic acid],renal,1
18663160,[unknowncas]_[soda],endocrine,1
18663160,[unknowncas]_[sugar],endocrine,1
18668222,[2921-88-2]_[chlorpyrifos],neuro,1
18669167,[8018-01-7]_[mancozeb],neuro,1
11394711,[8018-01-7]_[mancozeb],integument_cancer,1
11397410,[100-42-5]_[styrene],hematologic_cancer,2
11397413,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,1
11397416,"[106-99-0]_[1,3-butadiene]",hematologic_cancer,2
22002094,[7439-97-6]_[Mercury],neuro,1
22002180,[25154-52-3]_[nonylphenol],any_congenital,1
22002323,[71-43-2]_[Benzene],hematologic_cancer,1
22008530,[7439-97-6]_[Mercury],any_congenital,2
22016812,[unknownCAS]_[dietary salt],vascular,1
22020131,[7439-96-5]_[Manganese],neuro,1
20439179,[unknowncas]_[nano_silicon dioxide],neuro,1
20447988,[71-43-2]_[benzene],hematologic_cancer,1
20451658,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
20451658,[UnknownCAS]_[perfluorobutanesulfonic acid],liver,2
20466441,[688-73-3]_[tributyltin],endocrine,1
20467862,[80-05-7]_[bisphenol a],endocrine,1
20486845,[87-68-3]_[hexachlorobutadiene],renal,1
20493935,fullerenes,integument,2
20498033,[unknowncas]_[aloe],renal,2
20523339,[7440-48-4]_[cobalt],heart_other,1
20530238,[79-01-6]_[trichloroethylene],hematologic_cancer,1
12564647,[unknownCAS]_[dietary salt],vascular,1
12573901,[80-05-7]_[bisphenol a],any_congenital,1
12587292,[2921-88-2]_[chlorpyrifos],any_congenital,1
12594525,[116-14-3]_[tetrafluoroethylene],renal,1
12594774,[79-01-6]_[trichloroethylene],renal_cancer,1
12595174,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
12617310,[79-01-6]_[trichloroethylene],lung,1
15721206,[117-81-7]_[diethylhexyl phthalate],reproductive,2
12633733,[7439-97-6]_[mercury],any_congenital,1
12633736,[2921-88-2]_[chlorpyrifos],any_congenital,1
12633736,[2921-88-2]_[chlorpyrifos],cognitive,1
21370516,[79-01-6]_[trichloroethylene],hematologic_cancer,1
21398620,[UnknownCAS]_[carbon nanotubes],lung,1
12834765,[unknowncas]_[emf not rf],reproductive,1
21425910,[unknowncas]_[nano_titanium dioxide],integument,1
21432714,[1634-04-4]_[methyl tert-butyl ether],renal_cancer,1
21467747,[1763-23-1]_[perfluorooctane sulfonic acid],endocrine,1
21467747,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
21481936,[375-95-1]_[perfluoro-n-nonanoic acid],liver,1
21507777,[2921-88-2]_[chlorpyrifos],any_congenital,1
21527306,[106-94-5]_[1-bromopropane],neuro,1
11918592,[131-57-7]_[oxybenzone],integument,1
16406479,[8018-01-7]_[mancozeb],reproductive,1
11934529,[84-74-2]_[dibutyl phthalate],any_congenital,1
11934533,[118-74-1]_[hexachlorobenzene],any_congenital,1
11939611,[unknownCAS]_[dietary salt],heart_chf,1
11943503,[7439-92-1]_[lead],any_congenital,1
8162896,[79-06-1]_[Acrylamide],reproductive,2
11951962,[688-73-3]_[tributyltin],any_congenital,1
11958538,[unknowncas]_[mold],neuro,1
11961224,[106-94-5]_[1-bromopropane],neuro,1
11964939,[unknowncas]_[phone],neuro_cancer,1
9378086,[60-51-5]_[dimethoate],reproductive,2
10629280,[51-03-6]_[piperonyl butoxide],reproductive,1
11983843,[7439-97-6]_[mercury],cognitive,1
17204298,[1912-24-9]_[atrazine],any_congenital,1
17222903,nano_Cerium oxide,neuro,2
17223010,[556-67-2]_[octamethylcyclotetrasiloxane],any_congenital,2
17230523,[unknowncas]_[phone],neuro_cancer,1
17239417,[UnknownCAS]_[Pyrethrins],neuro,2
17239511,[1163-19-5]_[decabromobiphenyl ether],liver,1
17251064,[25154-52-3]_[nonylphenol],liver,1
17260880,[unknowncas]_[phone],ent_cancer,1
17275430,[UnknownCAS]_[Carbon nanotubes],lung,1
7394838,[84-69-5]_[diisobutyl phthalate],reproductive,1
17906934,[71-43-2]_[benzene],hematologic_cancer,1
17928389,[14807-96-6]_[talc],lung_cancer,2
17928741,[25154-52-3]_[nonylphenol],liver,1
17950039,[25154-52-3]_[nonylphenol],liver,1
